grad_# in Cohort,grad_% Dropped Out,grad_% Graduated,grad_% H.S. Equiv.,grad_% Non-Grad Completers,grad_% Permanently Excluded,grad_% Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs (%),age_33-40 yrs (%),age_41-48 yrs (%),age_49-56 yrs (%),age_57-64 yrs (%),age_<26 yrs (% ),age_Over 64 yrs (%),prog_Career Technical Education (%),prog_English Learners (%),prog_General Education (%),prog_Special Education (%),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Tests Taken,District Name
,,,,,,,00510000,2022,,,,510,513,516,54,58,"$13,645,333.00 ","$21,955.48 ","$14,261,370.00 ","$22,655.08 ",621.5,629.5,10.3,22.7,30.6,16.1,14,4.1,2.1,0,1.4,88.5,10.1,0,11.7,0.3,49.8,5.5,50.2,8.6,0.3,0,73.5,,,,Carlisle
,,,,,,,00510000,2023,,,,512,514,516,58,59,"$14,135,496.07 ","$23,445.84 ","$14,824,037.00 ","$24,265.90 ",602.9,610.9,11.3,24.1,29.7,14.7,14.6,5.6,0,0,0,91.7,8.3,0,12,0.3,49.4,6.2,50.4,8.7,0.5,0.2,72.4,,,,Carlisle
,,,,,,,00510000,2024,,,,512,516,516,58,59,,,,,,,19.5,17.2,28.5,19.5,13.3,2,0,0,1.7,86.7,11.6,0,11.5,0.3,49.8,6.4,50.2,8.2,0.5,0,73,,,,Carlisle
,,,,,,,00520000,2024,,,,490,493,492,48,51,,,,,,,16.1,13,24.2,20.6,16,7.8,2.4,0,0,97.6,2.4,0.4,0.7,2,49,3.9,50.9,3.1,0,0.1,89.9,515,,79,Carver
,,,,,,,00560000,2024,,,,502,503,502,53,55,,,,,,,16.1,22.1,26.2,19.9,11.4,3.3,1,0.5,1.6,78.5,19.4,0.2,19,4.1,47.6,9,52.3,4.3,0.2,0.2,63.2,587,,322,Chelmsford
,,,,,,,00570000,2024,,,,476,481,476,44,43,,,,,,,33.4,20.8,11.6,9.1,7.8,16.3,1,0,16.7,63.3,20,0.2,0.7,4.3,48.2,88.5,51.7,0.4,0,0,5.9,488,,68,Chelsea
,,,,,,,00610000,2024,,,,486,488,491,50,49,,,,,,,15.5,23.2,26.7,19.5,9.8,3.7,1.6,3.8,2.6,78.8,14.9,0.1,1.8,5.8,46.6,44.6,53.2,3.8,0.1,0.1,43.8,532,,106,Chicopee
,,,,,,,00630000,2022,,,,494,494,498,43,54,"$3,013,669.72 ","$14,509.72 ","$4,012,564.38 ","$15,754.08 ",207.7,254.7,0,0,40.9,33.3,15.2,10.6,0,0,0,86.8,13.2,0,0.5,0,46.9,2.4,53.1,1.4,0,0,95.7,,,,Clarksburg
,,,,,,,00630000,2023,,,,495,495,495,45,49,"$3,147,511.62 ","$16,418.94 ","$4,041,847.83 ","$17,155.55 ",191.7,235.6,0,3.8,38.9,25.5,12.7,12.7,6.4,0,0,94,6,0,0.5,0,46,2.1,54,2.1,0,0,95.2,,,,Clarksburg
,,,,,,,00630000,2024,,,,491,492,491,44,42,,,,,,,6.4,6.4,29,25.8,19.3,6.4,6.6,0,0,93.9,6.1,0,0.5,0,47.6,2.9,52.4,1.9,0,0,94.7,,,,Clarksburg
,,,,,,,00640000,2024,,,,486,491,487,50,53,,,,,,,23.5,22.7,20.1,16.9,11.2,4.7,0.8,0,5.8,85.5,8.7,0.1,0.8,3,46.2,41.2,53.7,2.2,0.1,0.1,52.7,494,,59,Clinton
,,,,,,,00650000,2024,,,,509,508,506,59,55,,,,,,,16.9,15.5,18.5,29.6,13.7,3.9,1.9,0,1.1,94.4,4.5,0.1,1.2,2.6,49.4,2.1,50.6,2.8,0,0,91.3,575,,121,Cohasset
,,,,,,,00670000,2022,,,,508,507,513,54,46,"$46,581,756.05 ","$23,214.27 ","$50,393,823.10 ","$24,822.10 ","2,006.60","2,030.20",14.3,22.8,18.9,31.2,11.3,0,1.5,0,4,75.7,20.3,0.1,7.3,4.5,49.3,7,50.7,7.7,0,0,73.5,,,,Concord
,,,,,,,00670000,2023,,,,512,509,511,60,51,"$49,316,160.55 ","$25,216.63 ","$51,822,716.72 ","$26,175.73 ","1,955.70","1,979.80",13.9,23,17.5,32.8,9.9,0,2.9,0,2.8,75.9,21.3,0.1,7.9,3.8,49.3,7.5,50.7,7.6,0,0,73.2,,,,Concord
,,,,,,,00670000,2024,,,,512,510,511,59,54,,,,,,,15.1,23.1,20.2,28.3,10.6,0.7,2.1,0,3.2,76.1,20.6,0.1,7.8,4.5,49.4,8,50.6,7.3,0,0,72.2,,,,Concord
,,,,,,,00680000,2022,,,,502,497,505,53,37,"$3,536,280.82 ","$24,337.79 ","$3,625,835.53 ","$23,807.19 ",145.3,152.3,20.2,18.5,9,18.5,25.3,8.4,0,0,0,78.4,21.6,0,0,0.7,42.8,2.8,56.6,4.1,0,0.7,92.4,,,,Conway
,,,,,,,00680000,2023,,,,501,502,505,49,52,"$3,691,447.31 ","$27,651.29 ","$3,780,735.82 ","$25,877.73 ",133.5,146.1,19.9,22.1,10.8,32.4,7.4,7.4,0,0,0,93.1,6.9,0,0,0,40.7,4.9,59.3,3.3,0,0,91.9,,,,Conway
,,,,,,,00680000,2024,,,,498,500,504,44,44,,,,,,,19.8,26.3,17.8,27.5,8.6,0,0,0,0,76,24,0,0,0,45.1,2.8,54.2,4.2,0,0.7,93.1,,,,Conway
,,,,,,,00710000,2024,,,,493,496,493,45,47,,,,,,,17.4,26.9,21.5,21.3,9,3.6,0.3,0,0.4,95.7,4,0,2.4,3.7,49.3,12.7,50.4,2,0,0.3,79.1,542,,146,Danvers
,,,,,,,00720000,2024,,,,498,502,496,51,56,,,,,,,12.4,23,21.9,25.5,12.9,3.4,0.9,0,0.4,83.8,15.9,0,1.4,1.6,49.1,7,50.9,7.1,0.1,0.1,82.8,551,,158,Dartmouth
,,,,,,,00730000,2024,,,,495,499,494,48,55,,,,,,,12.9,27.9,26,19.1,8,4.7,1.6,0,2.4,83.8,13.8,0.1,2.4,8.8,48.3,18.5,51.5,5.3,0,0.1,64.9,573,,145,Dedham
,,,,,,,00740000,2022,,,,498,496,505,53,52,"$6,728,875.32 ","$20,390.53 ","$7,208,557.38 ","$19,346.64 ",330,372.6,16.8,29.5,28.1,15.1,10.5,0,0,0,1.2,84.1,14.7,0,0.3,0.3,48.2,5.2,51.8,8.3,0,0,85.9,,,,Deerfield
,,,,,,,00740000,2023,,,,496,496,499,46,51,"$7,119,784.75 ","$21,438.68 ","$7,680,891.92 ","$20,212.87 ",332.1,380,15.3,20.7,34.8,20.8,4.1,4.1,0,0,1.8,79.1,19.1,0,0.6,0.6,46,5.2,53.7,7.4,0,0.3,86.1,,,,Deerfield
,,,,,,,00740000,2024,,,,494,497,504,55,51,,,,,,,7,29.7,24.8,30.2,4.1,0,4.1,0,0,91,9,0,0.6,1.3,43.8,5.1,56.2,5.8,0,0,87.2,,,,Deerfield
,,,,,,,00770000,2024,,,,494,495,495,47,54,,,,,,,20.6,15.3,27.5,21.2,9.6,5.7,0,0.2,1,92.1,6.7,0,0.8,1,47,7.1,52.9,3,0,0.1,88.1,528,,45,Douglas
,,,,,,,00780000,2022,,,,507,513,510,51,54,"$10,576,132.87 ","$21,097.41 ","$12,691,429.87 ","$24,988.05 ",501.3,507.9,13.9,11.3,27.4,21.9,25.5,0,0,0,1.7,88.5,9.7,0,13.9,3.5,46.2,3.9,53.8,6.7,0,0,72,,,,Dover
,,,,,,,00780000,2023,,,,505,512,503,45,46,"$11,159,930.00 ","$21,822.31 ","$13,011,784.00 ","$25,177.60 ",511.4,516.8,8,13.9,26.8,23.6,22.1,2.8,2.8,0,1.6,80.6,17.8,0.2,13.1,3.4,46.8,4.6,53.2,6.2,0,0,72.5,,,,Dover
,,,,,,,00780000,2024,,,,506,512,510,50,50,,,,,,,12.8,16,15.5,26.4,24,2.7,2.7,0,0,84.3,15.7,0.2,12.3,3,48.3,4.6,51.7,6.6,0,0,73.2,,,,Dover
,,,,,,,00790000,2024,,,,492,494,492,49,50,,,,,,,23.2,18.4,19.1,20.3,11.1,7.1,1,0,2.2,83.7,14.1,0.1,10.1,8.6,47.8,15.7,52,1.9,0,0.2,63.6,511,,122,Dracut
,,,,,,,00820000,2024,,,,507,505,504,58,52,,,,,,,12.9,28.7,21.7,20.3,10,3.9,2.5,0,0.2,86.4,13.4,0.2,1.2,0.7,49.4,3.3,50.5,3.7,0,0.1,90.9,586,,267,Duxbury
,,,,,,,00830000,2024,,,,494,494,492,47,44,,,,,,,27.6,19.4,16,19,7.7,9,1.4,1.1,1.7,97.2,0,0.4,0.7,7,47.9,6.3,52,4.1,0,0.1,81.3,525,,68,East Bridgewater
,,,,,,,00850000,2022,,,,499,498,499,45,43,"$5,073,977.00 ","$26,663.04 ","$5,215,995.00 ","$24,802.64 ",190.3,210.3,6.5,12.4,17,30.1,26.1,0,7.8,0,0,89.1,10.9,0,2.1,8.9,45.3,3.6,54.7,7.8,0,0,77.6,,,,Eastham
,,,,,,,00850000,2023,,,,501,502,507,50,48,"$5,354,850.35 ","$27,802.96 ","$5,562,334.79 ","$26,077.52 ",192.6,213.3,6.4,9,16.7,35.9,30.8,0,1.3,0,0,94.6,5.4,0,0,10.2,45.2,4.3,54.8,8.6,0,0,76.9,,,,Eastham
,,,,,,,00850000,2024,,,,500,503,505,50,46,,,,,,,6.3,15.2,16.5,22.8,38,0,1.3,0,0,87.5,12.5,0,0,11.9,42.6,5.7,57.4,10.8,0,0,71.6,,,,Eastham
,,,,,,,00860000,2024,,,,490,493,492,42,48,,,,,,,12.3,27.7,18.1,29.9,7.1,2.9,2.1,0.3,0,98,1.7,0.2,2.6,1,48.5,15.9,50.8,4.9,0.2,0.7,75.2,568,,25,Easthampton
,,,,,,,00870000,2024,,,,495,497,502,51,51,,,,,,,11.9,20.1,27.1,18.8,18.4,1.5,2.3,0.8,0,98.6,0.7,0.1,5.3,3.9,46.5,13.5,53.4,4.1,0,0,73,568,,121,East Longmeadow
,,,,,,,00880000,2024,,,,500,505,503,46,57,,,,,,,14.2,22.7,28.9,17,11.5,3.6,2,0.1,2.3,81.6,16.1,0.2,3.7,8.4,48.3,9.2,51.6,4.4,0.1,0.1,73.9,573,,273,Easton
,,,,,,,00890000,2022,,,,489,490,500,43,54,"$11,402,245.09 ","$27,389.49 ","$12,304,029.09 ","$26,829.54 ",416.3,458.6,10.6,14.6,21.3,27.8,23.2,1.3,1.3,0,4.5,83.2,12.3,2,0.3,3.3,50.9,23.9,49.1,4.5,0,0,66,,,,Edgartown
,,,,,,,00890000,2023,,,,487,486,496,45,47,"$12,261,518.20 ","$29,298.73 ","$13,169,946.00 ","$28,655.23 ",418.5,459.6,9.1,11.9,20.1,28.8,24.5,4.2,1.4,0,9,77.4,13.5,2.7,0.2,4.7,49.8,24.8,50.2,4.5,0,0,63.1,,,,Edgartown
,,,,,,,00890000,2024,,,,492,489,488,64,58,,,,,,,10,16.4,19.4,25.6,21.6,2.5,4.4,0,6.5,80.6,12.9,2.3,0.3,4.7,49.2,26.7,50.8,4.4,0,0,61.7,,,,Edgartown
,,,,,,,00910000,2022,,,,487,489,487,51,52,"$4,537,994.00 ","$33,815.16 ","$5,994,004.00 ","$27,220.73 ",134.2,220.2,13.9,24.6,28.7,24.6,8.2,0,0,0,0,65.2,34.8,0,0,0,42.9,6,57.1,8.3,0,0,85.7,,,,Erving
,,,,,,,00910000,2023,,,,489,489,490,54,35,"$4,083,753.00 ","$32,206.25 ","$5,882,735.82 ","$27,361.56 ",126.8,215,9.2,22,32.1,27.5,9.2,0,0,0,0,62.3,37.7,0,0,0,43.4,5.4,56.6,9.3,0,0,85.3,,,,Erving
,,,,,,,00910000,2024,,,,493,489,490,55,42,,,,,,,8.3,5,45,33.3,0,0,8.3,0,2.6,62.4,35.1,0,0,0,44.7,7.3,55.3,6.5,0,0,86.2,,,,Erving
,,,,,,,00930000,2024,,,,478,482,477,47,46,,,,,,,20.9,30.2,15.7,16.4,6.2,8,2.5,2.2,0,97.8,0,0.2,5.2,12.6,49.3,67.6,50.6,1.3,0,0,13.1,461,,298,Everett
,,,,,,,00940000,2024,,,,495,500,499,45,49,,,,,,,14.8,20.7,25.9,27.5,8.9,2.1,0,0,0.7,91.7,7.6,0.4,2.3,2.1,49.1,7.9,50.8,4.7,0,0.1,82.7,571,,71,Fairhaven
,,,,,,,00950000,2024,,,,480,481,478,48,45,,,,,,,26.1,19.7,17.2,13.9,6.7,14.9,1.5,2.7,7.3,76.4,13.6,0.2,2.9,11.9,48.2,33.2,51.7,9.2,0.1,0.1,42.6,468,,282,Fall River
,,,,,,,00960000,2024,,,,495,497,496,49,46,,,,,,,12.3,20.7,26.2,27.6,8.9,3,1.3,0.6,3.3,77.1,18.9,1.1,1.7,5.1,47.6,10.4,52.1,7.1,0,0.3,74.6,560,,137,Falmouth
,,,,,,,00970000,2024,,,,484,485,481,49,48,,,,,,,20.5,21.4,18.5,19.4,8.3,8.6,3.3,0.2,6.9,74.8,18.1,0.1,4.4,6.9,47.9,57.8,52,6.7,0,0.1,23.9,440,,253,Fitchburg
,,,,,,,00980000,2022,,,,488,484,494,44,50,"$1,837,897.65 ","$17,826.36 ","$1,954,559.43 ","$17,025.78 ",103.1,114.8,0,41.5,14.5,31.1,13,0,0,0,0,100,0,0,0,1,43.3,0,56.7,0,0,0,99,,,,Florida
,,,,,,,00980000,2023,,,,489,486,488,44,52,"$1,837,875.75 ","$20,353.00 ","$1,954,491.75 ","$19,218.21 ",90.3,101.7,0,25.4,9.2,28.5,27.7,9.2,0,0,0,92.3,7.7,0,0,0,44.6,0,55.4,1.1,0,0,98.9,,,,Florida
,,,,,,,00980000,2024,,,,486,482,477,33,30,,,,,,,0,25.8,19.4,19.4,16.1,9.7,9.7,0,0,93.9,6.1,0,0,0,48.2,0,51.8,1.2,0,0,98.8,,,,Florida
,,,,,,,00990000,2024,,,,498,503,495,46,48,,,,,,,12.7,27,23.1,22.5,7.9,4.5,2.3,0,0.9,91,8.1,0.2,5.9,8.5,46.4,8.6,53.6,4.1,0,0,72.7,573,,154,Foxborough
,,,,,,,01000000,2024,,,,480,481,482,44,48,,,,,,,21.7,21.6,20,16.6,9.7,9.3,1.1,0,12,76.9,11,0,4,6,48.6,49.5,51.1,4.9,0,0.3,35.7,569,,360,Framingham
,,,,,,,01010000,2024,,,,502,505,504,53,52,,,,,,,11.1,26.4,24.5,23.1,10.7,3.1,1.1,0,1.2,71,27.7,0.2,8.1,3.6,47.4,7.1,52.4,2.7,0.4,0.2,77.9,591,,407,Franklin
,,,,,,,01030000,2024,,,,481,482,480,47,44,,,,,,,17.9,23.1,20.5,19.3,9.7,7.5,2,0,4.4,77.4,18.2,0.3,1.3,4.3,47.7,28.8,51.6,7.1,0,0.6,58.2,481,,85,Gardner
,,,,,,,01050000,2024,,,,494,498,500,40,43,,,,,,,9.8,31,20.4,23.2,12.2,3.4,0,0,0,87.2,12.8,0,0.8,0.7,47.9,5,52.1,2.3,0.2,0,91,531,,52,Georgetown
,,,,,,,01070000,2024,,,,489,489,493,46,41,,,,,,,15.7,18.5,24.5,23.1,10.8,3.9,3.5,3.8,3.1,71.6,21.5,0.2,1.4,1.7,49.3,15.2,50.6,4.1,0.3,0.1,77,556,,117,Gloucester
,,,,,,,01100000,2024,,,,502,504,505,55,57,,,,,,,15.8,22.4,25.3,23,9,3.9,0.5,0,0,95.3,4.7,0.6,14.3,2.8,48,7.7,51.8,2.9,0.1,0.2,71.6,573,,198,Grafton
,,,,,,,01110000,2024,,,,488,489,496,45,53,,,,,,,13.3,15.4,20,42.3,8.9,0,0,0,1.4,81.3,17.3,0.3,2.2,0.4,47.8,11.4,52.2,4,0,0,81.7,557,,18,Granby
,,,,,,,01140000,2024,,,,481,483,486,48,49,,,,,,,10.9,18.9,26.6,23.8,10.7,3.7,5.4,0,2.2,86.7,11.2,0.1,1.3,3.5,47.9,22.1,52.1,5.2,0.1,0,67.8,562,,25,Greenfield
,,,,,,,01170000,2024,,,,498,499,501,54,53,,,,,,,14.3,35.7,21.4,14.3,7.1,4.8,2.4,0,2.7,83.4,13.8,0.2,5.2,3.8,46.1,10.9,53.9,3,1,0,75.9,556,,34,Hadley
,,,,,,,01180000,2022,,,,502,499,507,59,48,"$7,659,885.51 ","$13,419.56 ","$11,182,920.87 ","$18,350.71 ",570.8,609.4,24.2,15.2,27.3,15.2,15.2,3,0,0,2.6,84.2,13.2,0.4,0,1.8,49.3,5,50.7,2,0,0,91,,,,Halifax
,,,,,,,01180000,2023,,,,500,499,497,47,48,"$7,910,508.66 ","$14,045.65 ","$11,159,847.28 ","$17,442.71 ",563.2,639.8,24.7,23.8,20.8,15.8,11.9,3,0,0,1.6,82.9,15.5,0.4,0,1.8,47.1,5.3,52.9,1.8,0,0,90.7,,,,Halifax
,,,,,,,01180000,2024,,,,503,501,503,57,51,,,,,,,17.3,23.9,23.1,20.1,8.7,6.9,0,0,0.8,81.6,17.7,0.2,0,1.5,46.6,5.3,53.4,1.8,0,0,91.3,,,1,Halifax
,,,,,,,01210000,2022,,,,493,487,,,,"$1,041,475.00 ","$18,597.77 ","$2,033,308.00 ","$19,532.26 ",56,104.1,13.5,0,13.5,27,5.4,13.5,27,0,0,100,0,0,3.5,3.5,52.6,1.8,47.4,0,0,0,91.2,,,,Hancock
,,,,,,,01210000,2023,,,,494,485,,,,"$1,070,356.28 ","$17,869.05 ","$2,032,921.28 ","$17,848.30 ",59.9,113.9,27,0,13.5,16.2,16.2,0,27,0,0,100,0,0,3.4,3.4,61,5.1,39,3.4,0,0,84.7,,,,Hancock
,,,,,,,01210000,2024,,,,493,490,,33,58,,,,,,,12.8,12.8,17.9,2.6,25.6,0,28.2,0,0,100,0,0,3.4,1.7,69,8.6,31,1.7,0,0,84.5,,,,Hancock
,,,,,,,01220000,2024,,,,504,505,506,56,57,,,,,,,11.5,9.2,38.3,25,10.3,3.2,2.5,0,0.7,80.1,19.2,0,2,1.3,48.7,2.9,51.3,1.7,0,0.1,92,543,,211,Hanover
,,,,,,,01250000,2024,,,,511,509,516,58,50,,,,,,,10.7,13,23.5,26.7,19,5.9,1.2,0,0,96.6,3.4,0.1,14.7,2.8,48.9,4.6,51,6.3,0,0.1,71.4,611,,88,Harvard
,,,,,,,01270000,2024,,,,493,493,498,44,50,,,,,,,2.5,19.2,26.8,20.3,18.5,10.1,2.5,0,0,99.2,0.8,0,0.9,0.3,50,1.9,50,3.7,0,0,93.2,,,9,Hatfield
,,,,,,,01280000,2024,,,,485,488,488,50,53,,,,,,,19.2,19.8,23.2,17.4,10.9,8,1.5,0.6,5.7,71.3,22.4,0.2,1.6,5.8,47.9,46.7,52,2.4,0.1,0.1,43.3,538,,151,Haverhill
,,,,,,,01310000,2024,,,,515,512,512,60,53,,,,,,,12,24.4,29,23.1,8.4,2.4,0.6,0,0,83.6,16.4,0.1,2.9,1.9,48.3,3.8,51.5,3.5,0,0.2,87.8,606,,342,Hingham
,,,,,,,01330000,2024,,,,491,494,497,46,53,,,,,,,17.7,18,32.3,18.6,7.3,3,3,0,2.5,76.7,20.9,0.5,6.3,25.2,47,17.8,52.9,7.8,0.1,0.2,42.4,503,,42,Holbrook
,,,,,,,01350000,2022,,,,495,497,510,55,67,"$3,455,246.00 ","$14,938.37 ","$4,094,709.00 ","$16,969.37 ",231.3,241.3,8,8,50.4,17.6,8,8,0,0,0,75.7,24.3,0.4,1.8,0.9,46.5,5.8,53.5,1.8,0,0,89.4,,,,Holland
,,,,,,,01350000,2023,,,,497,499,500,55,61,"$3,552,868.00 ","$15,521.49 ","$4,251,806.56 ","$17,432.58 ",228.9,243.9,6.5,13,41.6,26,6.5,6.5,0,0,0,79.4,20.6,0.4,1.3,0.4,49.4,4.8,50.6,0.9,0,0,92.2,,,,Holland
,,,,,,,01350000,2024,,,,493,498,500,44,58,,,,,,,21.2,7.1,39.9,24.7,7.1,0,0,0,0,76.2,23.8,0.4,1.3,1.3,52.2,7.1,47.8,2.2,0,0,87.6,,,,Holland
,,,,,,,01360000,2024,,,,504,507,507,59,60,,,,,,,14.5,15.7,27.8,19.8,15.6,6.6,0,0,1.6,81.6,16.8,0.1,8.8,1.1,47.8,8.5,51.7,5.5,0.1,0.5,75.8,589,,198,Holliston
,,,,,,,01370000,2024,,,,470,469,469,39,39,,,,,,,27.1,22.5,16.5,13,8.1,12.2,0.7,4.2,15.2,61.8,18.8,0,0.6,4.1,46.7,81.3,53.3,1.9,0,0,12.2,463,,70,Holyoke
,,,,,,,01380000,2024,,,,495,501,499,51,53,,,,,,,16.1,28.9,18.9,19.5,9,6.4,1.2,0,4.1,80.1,15.8,0.4,2.1,1.1,47,13.5,52.9,4.8,0.1,0.2,78,566,,36,Hopedale
,,,,,,,01390000,2024,,,,512,518,515,54,61,,,,,,,11.8,23.3,28.7,26.1,6.9,2,1.2,0,3.4,83.3,13.3,0.2,30.2,0.8,48.2,5.5,51.6,5.6,0,0.2,57.7,640,,356,Hopkinton
,,,,,,,01410000,2024,,,,490,490,493,51,49,,,,,,,13.7,17.6,30.6,21.7,11.7,2.9,1.8,0,8.4,83.8,7.8,0,1.3,3.5,50.4,21.8,49.5,2.7,0,0.1,70.6,542,,98,Hudson
,,,,,,,01420000,2024,,,,502,499,496,59,44,,,,,,,11.3,19.4,21,32.4,14.2,1.6,0,1.3,1.3,81.4,16.1,0.3,1.6,2.3,46.2,3.8,53.5,2.9,0,0.3,89.1,568,,57,Hull
,,,,,,,01440000,2024,,,,504,503,503,57,51,,,,,,,9.1,17.7,21.9,26.6,20.4,2.9,1.5,0,2.9,78.4,18.7,0.2,1.6,1.1,50.7,9.4,49.3,4.2,0,0,83.5,604,,82,Ipswich
,,,,,,,01450000,2022,,,,496,497,503,48,51,"$14,348,714.73 ","$13,454.02 ","$18,669,080.87 ","$16,645.04 ","1,066.50","1,121.60",23.2,26.1,8.2,34.4,4.9,1.6,1.6,0,1.5,79.6,19,0.3,0.6,0.5,49.1,3.5,50.9,1.1,0.1,0,94,,,,Kingston
,,,,,,,01450000,2023,,,,497,498,502,53,45,"$14,863,158.14 ","$11,874.38 ","$19,590,815.12 ","$15,083.78 ","1,251.70","1,298.80",23.9,23.2,12,29,8.9,1.5,1.5,0,1.3,70.2,28.5,0.2,0.7,1.2,46.7,4,53.3,1.2,0.1,0,92.7,,,,Kingston
,,,,,,,01450000,2024,,,,497,499,499,50,47,,,,,,,14.4,23.2,16,26.2,13,7.2,0,0,1.9,70.3,27.8,0.5,0.7,2.6,46.9,4.9,53.1,1.7,0.1,0,89.5,,,,Kingston
,,,,,,,01490000,2024,,,,477,480,478,50,52,,,,,,,26.7,22.9,15.5,14.8,6.4,12.6,1.1,0,4.9,83.2,12,0,1,1.5,46.7,94.5,53.1,0.3,0,0.2,2.7,430,,494,Lawrence
,,,,,,,01500000,2024,,,,491,493,496,53,50,,,,,,,13.8,24.9,30.2,18,6.2,4.1,2.8,0.3,2.8,84.5,12.4,0.2,3.1,1.1,48.1,11.1,51.7,2.8,0.2,0.2,81.6,551,,36,Lee
,,,,,,,01510000,2024,,,,487,490,490,45,46,,,,,,,9.7,20.7,21.5,30.2,10.3,5.5,2.2,0,1.8,98.2,0,0.2,3.6,6.4,47.7,19.9,52.3,3.6,0,0.1,66.5,530,,24,Leicester
,,,,,,,01520000,2024,,,,506,504,505,53,49,,,,,,,9.6,10.9,22.6,30.3,20.9,4.2,1.5,0,0,96.3,3.7,0,5.9,1.1,46.7,10,53.1,5.1,0.4,0.1,77.5,564,,39,Lenox
,,,,,,,01530000,2024,,,,490,492,492,50,45,,,,,,,18.7,15.7,23,18,16,6.7,1.9,6,3.7,73.5,16.8,0.1,3.1,9.5,47.6,41.8,52.2,4.5,0,0.2,41,531,,130,Leominster
,,,,,,,01540000,2022,,,,491,487,493,33,39,"$2,983,437.00 ","$21,024.93 ","$3,229,290.00 ","$20,983.04 ",141.9,153.9,4.9,36.6,12.8,45.7,0,0,0,0,0,79.9,20.1,0,2.1,0,48.6,2.1,51.4,11.1,0,0,84.7,,,,Leverett
,,,,,,,01540000,2023,,,,495,494,490,44,50,"$3,057,162.00 ","$21,774.66 ","$3,121,480.81 ","$21,176.94 ",140.4,147.4,14.1,18.3,27.4,31.1,9.1,0,0,0,0,81.2,18.8,0,0.7,0,51.1,2.1,48.9,11.3,0,0,85.8,,,,Leverett
,,,,,,,01540000,2024,,,,490,487,504,47,40,,,,,,,15.3,0,38.3,33,13.4,0,0,0,0,80.6,19.4,0,0.7,0,48.6,2.8,51.4,11.3,0,0,85.2,,,,Leverett
,,,,,,,01550000,2024,,,,514,520,515,60,59,,,,,,,19.2,26.3,23.5,15.9,9.4,3.8,1.9,0,3.3,77.5,19.2,0,45.6,4.3,49.4,5.6,50.5,8.2,0,0.1,36.3,677,,736,Lexington
,,,,,,,01570000,2022,,,,504,501,507,58,55,"$31,345,783.87 ","$29,476.95 ","$33,579,963.62 ","$30,585.63 ","1,063.40","1,097.90",18.2,17.7,24.5,33.8,3.7,2.1,0,0,3.3,83.4,13.4,0.1,5.2,8.5,49.7,17.4,50.2,11.3,0.3,0.1,57.3,,,,Lincoln
,,,,,,,01570000,2023,,,,502,501,501,51,51,"$30,625,140.13 ","$30,273.96 ","$33,173,289.97 ","$31,772.14 ","1,011.60","1,044.10",14.4,19.4,28.6,31,5.4,1.1,0,0,3.3,82,14.7,0.1,6.1,8.4,49.1,17.4,50.8,11.6,0.2,0.1,56.2,,,,Lincoln
,,,,,,,01570000,2024,,,,502,504,503,53,58,,,,,,,16.7,18.4,27.2,27.8,7.7,2.2,0,0,1.7,82.4,15.9,0.2,6.6,7.3,49.1,18.4,50.7,12.6,0.1,0.2,54.9,,,,Lincoln
,,,,,,,01580000,2024,,,,509,504,508,61,59,,,,,,,19.9,19.9,27.2,23.6,5.5,4,0,0,0,86.8,13.2,0.1,15.2,1.3,49.2,4.1,50.7,2.6,0.4,0.1,76.3,577,,99,Littleton
,,,,,,,01590000,2024,,,,504,508,506,48,56,,,,,,,10.6,17.9,22.1,29.5,15.9,1.8,2.2,0,1.2,82.5,16.2,0,10.5,3.7,48.3,7.9,51.5,4.7,0.1,0.2,73.2,604,,240,Longmeadow
,,,,,,,01600000,2024,,,,482,488,481,49,53,,,,,,,14,26.5,22.2,17.9,10.6,7.4,1.4,0,9.3,71.1,19.7,0.2,26.3,7.5,47.8,40.6,52.2,4.1,0.1,0,21.1,535,,244,Lowell
,,,,,,,01610000,2024,,,,485,491,487,44,48,,,,,,,5.8,23.5,28.5,27.3,11.5,2.3,1.1,0,4.1,74.1,21.8,0,1.6,1.9,47.6,16,52.4,3,0,0,77.5,544,,103,Ludlow
,,,,,,,01620000,2024,,,,495,499,499,52,56,,,,,,,13,31.7,18.2,26,8.7,1.4,1,0,0,99.1,0.9,0.1,1.3,3.5,49.3,11.1,50.6,3.7,0.4,0.1,79.9,577,,61,Lunenburg
,,,,,,,01630000,2024,,,,477,478,482,47,46,,,,,,,20.5,21.3,16.9,16.9,11.8,9.5,3,3,4,88.6,4.4,0.4,6.4,7.5,47.9,72.5,52,2.5,0,0.1,10.6,492,,242,Lynn
